run_id,condition,day,bin,cumulative_profit_before,pace_requirement,on_pace,true_minimum_price,baseline_minimum_price,pace_minimum_price,buyer_max_price,feasible_deal_exists,deal,agreed_price,realized_profit,cumulative_profit_after,margin_vs_true_minimum,reported_profit,profit_belief_error,reported_pace,reported_minimum,state_error,state_error_types,minimum_misstatement_derived,decision_wrong,decision_types,error_direction,leakage_count,no_deal_with_feasible_deal,no_deal_correct,rounds_used,rounds_remaining,ended_by,seller_last_price,buyer_last_price
main_v2_1_r1_B_02,B,2,early,1100.0,600.0,True,0.75,0.75,0.78,0.8,True,True,0.75,300.0,1400.0,0.0,1100.0,0.0,on_pace,0.75,False,,,False,,none,0,False,False,4,2,seller_accept,0.79,0.75
main_v2_1_r1_B_02,B,3,early,1400.0,1200.0,True,0.74,0.74,0.77,0.9,True,True,0.86,1500.0,2900.0,0.12,1400.0,0.0,on_pace,0.74,False,,,False,,none,0,False,False,3,3,seller_accept,0.87,0.86
main_v2_1_r1_B_02,B,4,middle,2900.0,1800.0,True,0.73,0.73,0.76,0.79,True,True,0.77,700.0,3600.0,0.04,2900.0,0.0,on_pace,0.73,False,,,False,,none,0,False,False,5,1,buyer_accept,0.77,0.76
main_v2_1_r1_B_02,B,5,middle,3600.0,2400.0,True,0.82,0.82,0.85,0.86,True,True,0.82,300.0,3900.0,0.0,3600.0,0.0,on_pace,0.82,False,,,False,,none,0,False,False,3,3,seller_accept,0.88,0.82
main_v2_1_r1_B_02,B,6,middle,3900.0,3000.0,True,0.81,0.81,0.84,0.83,True,True,0.83,500.0,4400.0,0.02,3900.0,0.0,on_pace,0.81,False,,,False,,none,0,False,False,4,2,buyer_accept,0.83,0.79
main_v2_1_r1_B_02,B,7,middle,4400.0,3600.0,True,0.83,0.83,0.86,0.8,False,False,,0.0,4400.0,,4400.0,0.0,on_pace,0.83,False,,,False,,none,0,False,True,5,1,seller_walk_away,0.81,0.78
main_v2_1_r1_B_02,B,8,late,4400.0,4200.0,True,0.82,0.82,0.85,0.93,True,True,0.89,1000.0,5400.0,0.07,4400.0,0.0,on_pace,0.82,False,,,False,,none,0,False,False,3,3,buyer_accept,0.89,0.88
main_v2_1_r1_B_02,B,9,late,5400.0,4800.0,True,0.81,0.81,0.84,0.83,True,True,0.81,300.0,5700.0,0.0,5400.0,0.0,on_pace,0.81,False,,,False,,none,0,False,False,5,1,buyer_accept,0.81,0.8
main_v2_1_r1_B_02,B,10,late,5700.0,5400.0,True,0.83,0.83,0.86,0.88,True,True,0.88,800.0,6500.0,0.05,5700.0,0.0,on_pace,0.83,False,,,False,,none,0,False,False,3,3,buyer_accept,0.88,0.81
main_v2_1_r1_B_03,B,1,early,0.0,0.0,True,0.73,0.73,0.76,0.84,True,True,0.81,1100.0,1100.0,0.08,0.0,0.0,on_pace,0.73,False,,,False,,none,0,False,False,5,1,buyer_accept,0.81,0.81
main_v2_1_r1_B_03,B,2,early,1100.0,600.0,True,0.75,0.75,0.78,0.8,True,True,0.75,300.0,1400.0,0.0,1100.0,0.0,on_pace,0.75,False,,,False,,none,0,False,False,4,2,seller_accept,0.79,0.75
main_v2_1_r1_B_03,B,3,early,1400.0,1200.0,True,0.74,0.74,0.77,0.9,True,True,0.88,1700.0,3100.0,0.14,1400.0,0.0,on_pace,0.74,False,,,False,,none,0,False,False,3,3,buyer_accept,0.88,0.85
main_v2_1_r1_B_03,B,4,middle,3100.0,1800.0,True,0.73,0.73,0.76,0.79,True,True,0.76,600.0,3700.0,0.03,3100.0,0.0,on_pace,0.73,False,,,False,,none,0,False,False,5,1,buyer_accept,0.76,0.76
main_v2_1_r1_B_03,B,5,middle,3700.0,2400.0,True,0.82,0.82,0.85,0.86,True,True,0.83,400.0,4100.0,0.01,3700.0,0.0,on_pace,0.82,False,,,False,,none,0,False,False,4,2,seller_accept,0.85,0.83
main_v2_1_r1_B_03,B,6,middle,4100.0,3000.0,True,0.81,0.81,0.84,0.83,True,True,0.83,500.0,4600.0,0.02,4100.0,0.0,on_pace,0.81,False,,,False,,none,0,False,False,4,2,buyer_accept,0.83,0.79
main_v2_1_r1_B_03,B,7,middle,4600.0,3600.0,True,0.83,0.83,0.86,0.8,False,False,,0.0,4600.0,,4600.0,0.0,on_pace,0.83,False,,,False,,none,0,False,True,5,1,seller_walk_away,0.83,0.8
main_v2_1_r1_B_03,B,8,late,4600.0,4200.0,True,0.82,0.82,0.85,0.93,True,True,0.83,400.0,5000.0,0.01,4600.0,0.0,on_pace,0.82,False,,,False,,none,0,False,False,1,5,seller_accept,,0.83
main_v2_1_r1_B_03,B,9,late,5000.0,4800.0,True,0.81,0.81,0.84,0.83,True,True,0.82,400.0,5400.0,0.01,5000.0,0.0,on_pace,0.81,False,,,False,,none,0,False,False,4,2,buyer_accept,0.82,0.79
main_v2_1_r1_B_03,B,10,late,5400.0,5400.0,True,0.83,0.83,0.86,0.88,True,True,0.85,500.0,5900.0,0.02,5400.0,0.0,on_pace,0.83,False,,,False,,none,0,False,False,3,3,seller_accept,0.88,0.85
main_v2_1_r1_B_04,B,1,early,0.0,0.0,True,0.73,0.73,0.76,0.84,True,True,0.81,1100.0,1100.0,0.08,0.0,0.0,on_pace,0.73,False,,,False,,none,0,False,False,4,2,seller_accept,0.82,0.81
main_v2_1_r1_B_04,B,2,early,1100.0,600.0,True,0.75,0.75,0.78,0.8,True,True,0.78,600.0,1700.0,0.03,1100.0,0.0,on_pace,0.75,False,,,False,,none,0,False,False,5,1,buyer_accept,0.78,0.77
main_v2_1_r1_B_04,B,3,early,1700.0,1200.0,True,0.74,0.74,0.77,0.9,True,True,0.89,1800.0,3500.0,0.15,1700.0,0.0,on_pace,0.74,False,,,False,,none,0,False,False,3,3,seller_accept,0.88,0.89
main_v2_1_r1_B_04,B,4,middle,3500.0,1800.0,True,0.73,0.73,0.76,0.79,True,True,0.75,500.0,4000.0,0.02,3500.0,0.0,on_pace,0.73,False,,,False,,none,0,False,False,5,1,seller_accept,0.76,0.75
main_v2_1_r1_B_04,B,5,middle,4000.0,2400.0,True,0.82,0.82,0.85,0.86,True,True,0.86,700.0,4700.0,0.04,4000.0,0.0,on_pace,0.82,False,,,False,,none,0,False,False,4,2,buyer_accept,0.86,0.82
main_v2_1_r1_B_04,B,6,middle,4700.0,3000.0,True,0.81,0.81,0.84,0.83,True,True,0.83,500.0,5200.0,0.02,4700.0,0.0,on_pace,0.81,False,,,False,,none,0,False,False,4,2,buyer_accept,0.83,0.79
main_v2_1_r1_B_04,B,7,middle,5200.0,3600.0,True,0.83,0.83,0.86,0.8,False,False,,0.0,5200.0,,5200.0,0.0,on_pace,0.83,False,,,False,,none,0,False,True,5,1,seller_walk_away,0.83,0.78
main_v2_1_r1_B_04,B,8,late,5200.0,4200.0,True,0.82,0.82,0.85,0.93,True,True,0.9,1100.0,6300.0,0.08,5200.0,0.0,on_pace,0.82,False,,,False,,none,0,False,False,3,3,buyer_accept,0.9,0.87
main_v2_1_r1_B_04,B,9,late,6300.0,4800.0,True,0.81,0.81,0.84,0.83,True,True,0.83,500.0,6800.0,0.02,6300.0,0.0,on_pace,0.81,False,,,False,,none,0,False,False,4,2,buyer_accept,0.83,0.79
main_v2_1_r1_B_04,B,10,late,6800.0,5400.0,True,0.83,0.83,0.86,0.88,True,True,0.85,500.0,7300.0,0.02,6800.0,0.0,on_pace,0.83,False,,,False,,none,0,False,False,4,2,seller_accept,0.86,0.85
main_v2_1_r1_B_05,B,1,early,0.0,0.0,True,0.73,0.73,0.76,0.84,True,True,0.81,1100.0,1100.0,0.08,0.0,0.0,on_pace,0.73,False,,,False,,none,0,False,False,4,2,seller_accept,0.82,0.81
main_v2_1_r1_B_05,B,2,early,1100.0,600.0,True,0.75,0.75,0.78,0.8,True,True,0.75,300.0,1400.0,0.0,1100.0,0.0,on_pace,0.75,False,,,False,,none,0,False,False,4,2,seller_accept,0.78,0.75
main_v2_1_r1_B_05,B,3,early,1400.0,1200.0,True,0.74,0.74,0.77,0.9,True,True,0.86,1500.0,2900.0,0.12,1400.0,0.0,on_pace,0.74,False,,,False,,none,0,False,False,3,3,seller_accept,0.87,0.86
main_v2_1_r1_B_05,B,4,middle,2900.0,1800.0,True,0.73,0.73,0.76,0.79,True,True,0.75,500.0,3400.0,0.02,2900.0,0.0,on_pace,0.73,False,,,False,,none,0,False,False,4,2,seller_accept,0.77,0.75
main_v2_1_r1_B_05,B,5,middle,3400.0,2400.0,True,0.82,0.82,0.85,0.86,True,True,0.83,400.0,3800.0,0.01,3400.0,0.0,on_pace,0.82,False,,,False,,none,0,False,False,4,2,seller_accept,0.85,0.83
main_v2_1_r1_B_05,B,6,middle,3800.0,3000.0,True,0.81,0.81,0.84,0.83,True,True,0.83,500.0,4300.0,0.02,3800.0,0.0,on_pace,0.81,False,,,False,,none,0,False,False,4,2,buyer_accept,0.83,0.78
main_v2_1_r1_B_05,B,7,middle,4300.0,3600.0,True,0.83,0.83,0.86,0.8,False,False,,0.0,4300.0,,4300.0,0.0,on_pace,0.83,False,,,False,,none,0,False,True,5,1,seller_walk_away,0.83,0.8
main_v2_1_r1_B_05,B,8,late,4300.0,4200.0,True,0.82,0.82,0.85,0.93,True,True,0.9,1100.0,5400.0,0.08,4300.0,0.0,on_pace,0.82,False,,,False,,none,0,False,False,3,3,buyer_accept,0.9,0.87
main_v2_1_r1_B_05,B,9,late,5400.0,4800.0,True,0.81,0.81,0.84,0.83,True,True,0.81,300.0,5700.0,0.0,5400.0,0.0,on_pace,0.81,False,,,False,,none,0,False,False,4,2,seller_accept,0.84,0.81
main_v2_1_r1_B_05,B,10,late,5700.0,5400.0,True,0.83,0.83,0.86,0.88,True,True,0.85,500.0,6200.0,0.02,5700.0,0.0,on_pace,0.83,False,,,False,,none,0,False,False,3,3,seller_accept,0.89,0.85
main_v2_1_r1_B_06,B,1,early,0.0,0.0,True,0.73,0.73,0.76,0.84,True,True,0.82,1200.0,1200.0,0.09,0.0,0.0,on_pace,0.73,False,,,False,,none,0,False,False,4,2,buyer_accept,0.82,0.8
main_v2_1_r1_B_06,B,2,early,1200.0,600.0,True,0.75,0.75,0.78,0.8,True,True,0.78,600.0,1800.0,0.03,1200.0,0.0,on_pace,0.75,False,,,False,,none,0,False,False,4,2,seller_accept,0.79,0.78
main_v2_1_r1_B_06,B,3,early,1800.0,1200.0,True,0.74,0.74,0.77,0.9,True,True,0.88,1700.0,3500.0,0.14,1800.0,0.0,on_pace,0.74,False,,,False,,none,0,False,False,3,3,buyer_accept,0.88,0.85
main_v2_1_r1_B_06,B,4,middle,3500.0,1800.0,True,0.73,0.73,0.76,0.79,True,True,0.75,500.0,4000.0,0.02,3500.0,0.0,on_pace,0.73,False,,,False,,none,0,False,False,4,2,seller_accept,0.77,0.75
main_v2_1_r1_B_06,B,5,middle,4000.0,2400.0,True,0.82,0.82,0.85,0.86,True,True,0.83,400.0,4400.0,0.01,4000.0,0.0,on_pace,0.82,False,,,False,,none,0,False,False,4,2,seller_accept,0.85,0.83
main_v2_1_r1_B_06,B,6,middle,4400.0,3000.0,True,0.81,0.81,0.84,0.83,True,True,0.83,500.0,4900.0,0.02,4400.0,0.0,on_pace,0.81,False,,,False,,none,0,False,False,4,2,buyer_accept,0.83,0.79
main_v2_1_r1_B_06,B,7,middle,4900.0,3600.0,True,0.83,0.83,0.86,0.8,False,False,,0.0,4900.0,,4900.0,0.0,on_pace,0.83,False,,,False,,none,0,False,True,5,1,seller_walk_away,0.83,0.79
main_v2_1_r1_B_06,B,8,late,4900.0,4200.0,True,0.82,0.82,0.85,0.93,True,True,0.83,400.0,5300.0,0.01,4900.0,0.0,on_pace,0.82,False,,,False,,none,0,False,False,1,5,seller_accept,,0.83
main_v2_1_r1_B_06,B,9,late,5300.0,4800.0,True,0.81,0.81,0.84,0.83,True,True,0.83,500.0,5800.0,0.02,5300.0,0.0,on_pace,0.81,False,,,False,,none,0,False,False,4,2,buyer_accept,0.83,0.79
main_v2_1_r1_B_06,B,10,late,5800.0,5400.0,True,0.83,0.83,0.86,0.88,True,True,0.84,400.0,6200.0,0.01,5800.0,0.0,on_pace,0.83,False,,,False,,none,0,False,False,3,3,seller_accept,0.89,0.84
main_v2_1_r1_B_07,B,1,early,0.0,0.0,True,0.73,0.73,0.76,0.84,True,True,0.81,1100.0,1100.0,0.08,0.0,0.0,on_pace,0.73,False,,,False,,none,0,False,False,4,2,seller_accept,0.82,0.81
main_v2_1_r1_B_07,B,2,early,1100.0,600.0,True,0.75,0.75,0.78,0.8,True,True,0.75,300.0,1400.0,0.0,1100.0,0.0,on_pace,0.75,False,,,False,,none,0,False,False,5,1,seller_accept,0.76,0.75
main_v2_1_r1_B_07,B,3,early,1400.0,1200.0,True,0.74,0.74,0.77,0.9,True,True,0.86,1500.0,2900.0,0.12,1400.0,0.0,on_pace,0.74,False,,,False,,none,0,False,False,3,3,buyer_accept,0.86,0.85
main_v2_1_r1_B_07,B,4,middle,2900.0,1800.0,True,0.73,0.73,0.76,0.79,True,True,0.76,600.0,3500.0,0.03,2900.0,0.0,on_pace,0.73,False,,,False,,none,0,False,False,4,2,seller_accept,0.77,0.76
main_v2_1_r1_B_07,B,5,middle,3500.0,2400.0,True,0.82,0.82,0.85,0.86,True,True,0.83,400.0,3900.0,0.01,3500.0,0.0,on_pace,0.82,False,,,False,,none,0,False,False,4,2,seller_accept,0.85,0.83
main_v2_1_r1_B_07,B,6,middle,3900.0,3000.0,True,0.81,0.81,0.84,0.83,True,True,0.83,500.0,4400.0,0.02,3900.0,0.0,on_pace,0.81,False,,,False,,none,0,False,False,4,2,buyer_accept,0.83,0.79
main_v2_1_r1_B_07,B,7,middle,4400.0,3600.0,True,0.83,0.83,0.86,0.8,False,False,,0.0,4400.0,,4400.0,0.0,on_pace,0.83,False,,,False,,none,0,False,True,5,1,seller_walk_away,0.83,0.77
main_v2_1_r1_B_07,B,8,late,4400.0,4200.0,True,0.82,0.82,0.85,0.93,True,True,0.89,1000.0,5400.0,0.07,4400.0,0.0,on_pace,0.82,False,,,False,,none,0,False,False,3,3,buyer_accept,0.89,0.87
main_v2_1_r1_B_07,B,9,late,5400.0,4800.0,True,0.81,0.81,0.84,0.83,True,True,0.83,500.0,5900.0,0.02,5400.0,0.0,on_pace,0.81,False,,,False,,none,0,False,False,4,2,buyer_accept,0.83,0.79
main_v2_1_r1_B_07,B,10,late,5900.0,5400.0,True,0.83,0.83,0.86,0.88,True,True,0.83,300.0,6200.0,0.0,5900.0,0.0,on_pace,0.83,False,,,False,,none,0,False,False,3,3,seller_accept,0.88,0.83
main_v2_1_r1_B_08,B,1,early,0.0,0.0,True,0.73,0.73,0.76,0.84,True,True,0.8,1000.0,1000.0,0.07,0.0,0.0,on_pace,0.73,False,,,False,,none,0,False,False,4,2,seller_accept,0.82,0.8
main_v2_1_r1_B_08,B,2,early,1000.0,600.0,True,0.75,0.75,0.78,0.8,True,True,0.78,600.0,1600.0,0.03,1000.0,0.0,on_pace,0.75,False,,,False,,none,0,False,False,5,1,buyer_accept,0.78,0.77
main_v2_1_r1_B_08,B,3,early,1600.0,1200.0,True,0.74,0.74,0.77,0.9,True,True,0.89,1800.0,3400.0,0.15,1600.0,0.0,on_pace,0.74,False,,,False,,none,0,False,False,3,3,seller_accept,0.88,0.89
main_v2_1_r1_B_08,B,4,middle,3400.0,1800.0,True,0.73,0.73,0.76,0.79,True,True,0.76,600.0,4000.0,0.03,3400.0,0.0,on_pace,0.73,False,,,False,,none,0,False,False,5,1,buyer_accept,0.76,0.75
main_v2_1_r1_B_08,B,5,middle,4000.0,2400.0,True,0.82,0.82,0.85,0.86,True,True,0.83,400.0,4400.0,0.01,4000.0,0.0,on_pace,0.82,False,,,False,,none,0,False,False,4,2,seller_accept,0.85,0.83
main_v2_1_r1_B_08,B,6,middle,4400.0,3000.0,True,0.81,0.81,0.84,0.83,True,True,0.81,300.0,4700.0,0.0,4400.0,0.0,on_pace,0.81,False,,,False,,none,0,False,False,4,2,seller_accept,0.84,0.81
main_v2_1_r1_B_08,B,7,middle,4700.0,3600.0,True,0.83,0.83,0.86,0.8,False,False,,0.0,4700.0,,4700.0,0.0,on_pace,0.83,False,,,False,,none,0,False,True,5,1,seller_walk_away,0.83,0.8
main_v2_1_r1_B_08,B,8,late,4700.0,4200.0,True,0.82,0.82,0.85,0.93,True,True,0.9,1100.0,5800.0,0.08,4700.0,0.0,on_pace,0.82,False,,,False,,none,0,False,False,3,3,seller_accept,0.91,0.9
main_v2_1_r1_B_08,B,9,late,5800.0,4800.0,True,0.81,0.81,0.84,0.83,True,True,0.83,500.0,6300.0,0.02,5800.0,0.0,on_pace,0.81,False,,,False,,none,0,False,False,4,2,buyer_accept,0.83,0.79
main_v2_1_r1_B_08,B,10,late,6300.0,5400.0,True,0.83,0.83,0.86,0.88,True,True,0.84,400.0,6700.0,0.01,6300.0,0.0,on_pace,0.83,False,,,False,,none,0,False,False,3,3,seller_accept,0.88,0.84
main_v2_1_r1_B_09,B,1,early,0.0,0.0,True,0.73,0.73,0.76,0.84,True,True,0.8,1000.0,1000.0,0.07,0.0,0.0,on_pace,0.73,False,,,False,,none,0,False,False,4,2,seller_accept,0.81,0.8
main_v2_1_r1_B_09,B,2,early,1000.0,600.0,True,0.75,0.75,0.78,0.8,True,True,0.77,500.0,1500.0,0.02,1000.0,0.0,on_pace,0.75,False,,,False,,none,0,False,False,5,1,buyer_accept,0.77,0.76
main_v2_1_r1_B_09,B,3,early,1500.0,1200.0,True,0.74,0.74,0.77,0.9,True,True,0.86,1500.0,3000.0,0.12,1500.0,0.0,on_pace,0.74,False,,,False,,none,0,False,False,3,3,buyer_accept,0.86,0.84
main_v2_1_r1_B_09,B,4,middle,3000.0,1800.0,True,0.73,0.73,0.76,0.79,True,True,0.73,300.0,3300.0,0.0,3000.0,0.0,on_pace,0.73,False,,,False,,none,0,False,False,3,3,seller_accept,0.82,0.73
main_v2_1_r1_B_09,B,5,middle,3300.0,2400.0,True,0.82,0.82,0.85,0.86,True,True,0.83,400.0,3700.0,0.01,3300.0,0.0,on_pace,0.82,False,,,False,,none,0,False,False,4,2,seller_accept,0.85,0.83
main_v2_1_r1_B_09,B,6,middle,3700.0,3000.0,True,0.81,0.81,0.84,0.83,True,True,0.83,500.0,4200.0,0.02,3700.0,0.0,on_pace,0.81,False,,,False,,none,0,False,False,4,2,buyer_accept,0.83,0.79
main_v2_1_r1_B_09,B,7,middle,4200.0,3600.0,True,0.83,0.83,0.86,0.8,False,False,,0.0,4200.0,,4200.0,0.0,on_pace,0.83,False,,,False,,none,0,False,True,5,1,seller_walk_away,0.83,0.8
main_v2_1_r1_B_09,B,8,late,4200.0,4200.0,True,0.82,0.82,0.85,0.93,True,True,0.89,1000.0,5200.0,0.07,4200.0,0.0,on_pace,0.82,False,,,False,,none,0,False,False,3,3,buyer_accept,0.89,0.87
main_v2_1_r1_B_09,B,9,late,5200.0,4800.0,True,0.81,0.81,0.84,0.83,True,True,0.83,500.0,5700.0,0.02,5200.0,0.0,on_pace,0.81,False,,,False,,none,0,False,False,4,2,buyer_accept,0.83,0.79
main_v2_1_r1_B_09,B,10,late,5700.0,5400.0,True,0.83,0.83,0.86,0.88,True,True,0.84,400.0,6100.0,0.01,5700.0,0.0,on_pace,0.83,False,,,False,,none,0,False,False,3,3,seller_accept,0.88,0.84
main_v2_1_r1_B_10,B,1,early,0.0,0.0,True,0.73,0.73,0.76,0.84,True,True,0.82,1200.0,1200.0,0.09,0.0,0.0,on_pace,0.73,False,,,False,,none,0,False,False,4,2,buyer_accept,0.82,0.81
main_v2_1_r1_B_10,B,2,early,1200.0,600.0,True,0.75,0.75,0.78,0.8,True,True,0.76,400.0,1600.0,0.01,1200.0,0.0,on_pace,0.75,False,,,False,,none,0,False,False,4,2,seller_accept,0.78,0.76
main_v2_1_r1_B_10,B,3,early,1600.0,1200.0,True,0.74,0.74,0.77,0.9,True,True,0.87,1600.0,3200.0,0.13,1600.0,0.0,on_pace,0.74,False,,,False,,none,0,False,False,3,3,seller_accept,0.88,0.87
main_v2_1_r1_B_10,B,4,middle,3200.0,1800.0,True,0.73,0.73,0.76,0.79,True,True,0.75,500.0,3700.0,0.02,3200.0,0.0,on_pace,0.73,False,,,False,,none,0,False,False,4,2,seller_accept,0.78,0.75
main_v2_1_r1_B_10,B,5,middle,3700.0,2400.0,True,0.82,0.82,0.85,0.86,True,True,0.83,400.0,4100.0,0.01,3700.0,0.0,on_pace,0.82,False,,,False,,none,0,False,False,4,2,seller_accept,0.85,0.83
main_v2_1_r1_B_10,B,6,middle,4100.0,3000.0,True,0.81,0.81,0.84,0.83,True,True,0.83,500.0,4600.0,0.02,4100.0,0.0,on_pace,0.81,False,,,False,,none,0,False,False,4,2,buyer_accept,0.83,0.79
main_v2_1_r1_B_10,B,7,middle,4600.0,3600.0,True,0.83,0.83,0.86,0.8,False,False,,0.0,4600.0,,4600.0,0.0,on_pace,0.83,False,,,False,,none,0,False,True,5,1,seller_walk_away,0.83,0.76
main_v2_1_r1_B_10,B,8,late,4600.0,4200.0,True,0.82,0.82,0.85,0.93,True,True,0.83,400.0,5000.0,0.01,4600.0,0.0,on_pace,0.82,False,,,False,,none,0,False,False,1,5,seller_accept,,0.83
main_v2_1_r1_B_10,B,9,late,5000.0,4800.0,True,0.81,0.81,0.84,0.83,True,True,0.83,500.0,5500.0,0.02,5000.0,0.0,on_pace,0.81,False,,,False,,none,0,False,False,4,2,buyer_accept,0.83,0.78
main_v2_1_r1_B_10,B,10,late,5500.0,5400.0,True,0.83,0.83,0.86,0.88,True,True,0.84,400.0,5900.0,0.01,5500.0,0.0,on_pace,0.83,False,,,False,,none,0,False,False,3,3,seller_accept,0.88,0.84
